name,type,rating,count,address,comment
Flower Corner - Shop hoa tươi ở TP HCM,· Cửa hàng hoa,"4,0",-215,142 Nguyễn Văn Cừ,"điểm 10 chất lượng,  đẹp giao hàng nhanh đúng giờ"
,,,,,
Vườn hoa Hướng dương,· Vườn,"4,4",-43,31/2 Lương Định Của, cao to và đẹp lắm.
Vườn Hoa Tươi - Shop Hoa Tươi Đặt Hoa Online Giá Rẻ Tại Tphcm,· Cửa hàng hoa,"4,7",-102,183/37 Đ. 3 Tháng 2,"Dù mình hay đặt  gấp nhưng luôn được hỗ trợ nhiệt tình, sẽ ủng hộ"
Công viên Tao Đàn,· Công viên,"4,5",(15 N),Thành phố Hồ Chí Minh,"Đường chạy đẹp, có cây cối, có  được chăm sóc cẩn thận"
Chợ hoa Hồ Thị Kỷ,· Chợ hoa,"4,4","(8,1 N)",Hẻm 52 Hồ Thị Kỷ, đẹp và đáng để ghé  ghé xem
Cánh đồng Hoa hướng dương,· Công viên,"4,4",-72,"QPG5+4XV, Nguyễn Thiện Thành","Vừơn  thì đẹp rồi, nhưng tiện ích như WC chưa có."
Shop Hoa Tươi Quận 1 - Hoa Đám Tang Quận 1 TPHCM,· Cửa hàng bán buôn,"5,0",-5,284 Đ. Cống Quỳnh," đẹp, phù hợp với không khí trang nghiêm"
,,,,,
Tượng Đức Thánh Trần Hưng Đạo,· Tượng đài,"4,5",-886,"QPG4+4HH, Công trường Mê Linh",Rất đẹp và linh thiêng !
Chợ Bến Thành,· Chợ,"4,0",(75 N),Thành phố Hồ Chí Minh,"Rất đông du khách nước ngoài đến đây trải nghiệm, mua đồ."
Phố đi bộ Bùi Viện,·  · Điểm thu hút khách du lịch,"4,3",(23 N),Bùi Viện,"""Nhiều trải nghiệm
Đông vào cuối tuần."""
Hồ bơi Lao Động,· Bể bơi,"3,9",-457,6 Huyền Trân Công Chúa,Đánh giá 5 sao ⭐️ ⭐️⭐️⭐️⭐️
Bến tàu Bạch Đằng,· Cảng tàu du lịch,"4,2",-27,"QPG4+3WR, Ga tàu thuỷ Bạch Đằng",Một trải nghiệm rất lãng mạn đó!!!
Quán cafe view sông,·  · Quán cà phê,"4,1",-27,RP6C+RG3,Không khí mát mẻ dễ chịu.
Saigon Waterbus,· Trạm xe buýt,"3,3",-71,4 Tôn Đức Thắng,Theo mình thấy nên linh hoạt trong việc chuyển đổi vé.
Cuộc Sống Sài Gòn Ngày Nay,· Trung tâm thông tin du lịch,"4,7",-16,"QPG3+622, Nguyễn Huệ",Đâu đâu mọi người cười vui và hát vang những khúc ca chào mừng.
Nhà Hàng Sông,·  · Món ăn Quảng Đông,"4,2",-915,"56-58, Đường Lê Hồng Phong","Nên gọi đặt bàn từ rất sớm, đông đúc, đồ ăn ngon, phục vụ tốt"
Nhà hát Thành phố Hồ Chí Minh,· Nhà hát Opera,"4,6",(16 N),07 Công trường Lam Sơn,Buổi hòa nhạc mình xem có âm thanh sống động và ánh sáng chuyên nghiệp.
Club Royale,· Sòng bạc,"4,1",-218,1 Ngô Đức Kế,"Nhân viên ở đây rất chuyên nghiệp, phục vụ chu đáo và lịch sự."
Toplight,· Điểm thu hút khách du lịch,"4,6",-40,Thành phố Hồ Chí Minh,Rất đông người đến check-in.
Ben Nghe Street Food,·  · Nhà hàng,"4,3",(11 N),134 Nam Kỳ Khởi Nghĩa,"dịch vụ tốt, đa dạng món ăn, chất lượng phục vụ nhiệt tình vui vẻ."
Saigon Skydeck,· Sân ngắm cảnh,"4,4",(12 N),36 Hồ Tùng Mậu,"Trải nghiệm dịch vụ rất tốt, không gian riêng tư, kĩ thuật viên tận tình."
Tượng Chủ tịch Hồ Chí Minh,· Điểm thu hút khách du lịch,"4,6","(4,8 N)",110 Nguyễn Huệ,Rất được sự quan tâm và thu hút nhiều khách du lịch trong và ngoài nước.
Sông Vie,· Nhà hàng,"4,4",-408,197/2 Nguyễn Văn Hưởng,Không gian bên  rất lãng mạn.
Đường sách Thành phố Hồ Chí Minh,· Điểm thu hút khách du lịch,"4,6",(11 N),2 Đ. Nguyễn Văn Bình,"cuối tuần thường đông, nhưng rất đáng ghé để thư giãn và sống chậm."
Palazzo E-Gaming Club,· Sòng bạc,"3,7",-223,"Sheraton Saigon Grand Opera Hotel, Đông Du/80 Ward","nhiều máy đánh bạc, nhiều trạm chơi roulette, black jack và baccarat."
Công viên bờ sông,· Công viên,"4,4","(8,9 N)",Tôn Đức Thắng,Gió  mang lại sự dễ chịu khi tập thể dục buổi sáng.
Bờ Kè Sông Sài Gòn,· Điểm thu hút khách du lịch,"4,6",-653,Thành phố Hồ Chí Minh,Vì suy nghĩ—là trụ cột của sự tồn tại.
Công viên bờ kè hầm Thủ Thiêm,· Công viên,"4,7",-115,14A,Nơi lý tưởng để gặp gỡ bạn bè.
Bến Bạch Đằng,· Văn phòng công ty,"4,5","(7,8 N)",1 Tôn Đức Thắng,Rất  dep  đi ngắm  về đêm là một trái nghiệm  tuyệt vời !
Chợ Thái Bình,· Chợ thực phẩm tươi sống,"4,2","(5,7 N)",Đ. Cống Quỳnh,"Luật sư tư vấn chuyên nghiệp, đưa ra phương án tốt nhất cho khách hàng"
,,,,,
Công Viên Bờ Sông,· Công viên,"4,5","(1,5 N)",31/2 Lương Định Của,"Gió  mát , gần bến water bus , thích có thể xuống dạo  1 vòng."
Công viên Bến Bạch Đằng,· Công viên,"4,7",-87,10B Tôn Đức Thắng,"Không gian rộng, đa dạng dịch vụ"
Công viên gầm cầu Ba Son,· Công viên,"4,7",-145,"QPJ5+974, Cầu Ba Son",Vị trí ngồi ngắm  Sài Gòn và cầu Ba Son rất chill
Sông - Seafood & Grill,· Đồ hải sản,"4,2",-787,"QPQG+96W, 39 Đ. Số 38",Cuối tuần tại  - Seafood & Grill thật chill
,,,,,
Thảo Cầm Viên Sài Gòn,· Vườn bách thú,"4,3",(33 N),2 Nguyễn Bỉnh Khiêm,Cuối tuần không biết ngắm gì ra ngắm  ở .
Vườn bướm,· Vườn bách thú,"4,3",-24,2 Nguyễn Bỉnh Khiêm,Đây không chỉ là nơi để thư giãn mà còn là cơ hội học hỏi đầy ý nghĩa.
Thảo Cầm Viên,· Vườn bách thú,"4,3",-22,2 Nguyễn Bỉnh Khiêm,Mấy bạn rất bự và đáng yêu!
,,,,,
Chùa Pháp Hoa,· Chùa phật giáo,"4,7","(1,3 N)",870 Trường Sa," rất đẹp luôn, vào những ngày rầm lớn hay lễ Phật Đản  rất đông"
Chùa Xá Lợi,· Chùa phật giáo,"4,6","(1,8 N)",89 Bà Huyện Thanh Quan, rất đẹp đây là công trình di tích lịch sử còn được giữ gìn cẩn thận.
Miếu Năm Bà Ngũ Hành Tao Đàn,· Nơi thờ cúng,"4,7",-67,116 Nguyễn Du,Miếu mở cửa từ mấy giờ đến mấy giờ ạ
廣肇會館 - Quảng Triệu Hội Quán,· Nơi thờ cúng,"4,5",-52,156 Võ Văn Kiệt,Giữ xe 5000 bên trong .
Chùa Pháp Thông,· Điện thờ,"4,3",-10,187/5/1 Cô Giang, được Phật tử địa phương thành lập năm 1963.  ít mở cửa.
Chùa Tam Bảo,· Chùa phật giáo,"4,6",-18,54/44 Trần Quang Khải, được Hoà thượng Thượng Thiện Hạ Nguyệt thành lập năm 1960.
Chùa Vạn Phật,· Chùa phật giáo,"4,7","(2,4 N)",66/14 Đ. Nghĩa Thục," rất rất đẹp,lầu 4 có tượng phật to đẹp uy nghiêm"
Miếu Bà Thiên Hậu - Hội Quán Tuệ Thành,· Nơi thờ cúng,"4,6","(3,2 N)",710 Nguyễn Trãi,"Đẹp, đúng không khí chất riêng của  người Hoa."
Chùa Báo Ân,· Chùa phật giáo,"4,3",-55,"18A/231C, Nguyễn Thị Minh Khai", nằm trong hẻm trên đường Nguyễn Thị Minh Khai.
Việt Nam Quốc Tự,· Chùa phật giáo,"4,7","(1,7 N)",244 Đ. 3 Tháng 2,"Ngôi  đẹp, rộng, nằm trên con đường đông đúc xe cộ qua lại 3 tháng 2."
Chùa Chantarangsay,· Chùa phật giáo,"4,7",-706,Hoàng Sa," đẹp, các Sư trong  rất thân thiện và hỗ trợ nhiệt tình."
Chùa Thiện Hạnh,· Chùa phật giáo,"4,5",-30,"QMPX+PHF, Hẻm 16 Đinh Tiên Hoàng",
Chùa Phật Ấn,· Chùa phật giáo,"4,3",-11,TK2/4 Võ Văn Kiệt, ít mở cửa.
Bửu Hoa Tự,· Chùa phật giáo,"4,1",-10,182/45 Đề Thám,
Hội quán Ôn Lăng - Chùa quan âm,· Chùa phật giáo,"4,7","(2,1 N)",12 Đ. Lão Tử, đẹp đông Phật tử đến cầu nguyện như  Ngọc Hoàng
Chùa Linh Phước,· Cơ sở tôn giáo,"5,0",-1,100 Cô Giang,
Chùa Pháp Bửu,· Chùa,"4,4",-5,245/1 Chương D.," là nơi tu tập của Ni, quí Ni ở  thân thiện."
Chùa Phật Đà,· Chùa phật giáo,"4,6",-49,362/46 Hẻm 502,Nơi các Phật tử về tụng kinh hàng đêm
Chùa Pháp Hoa,· Chùa,"4,5",-2,183 Cô Bắc,
Chùa Long Bửu,· Chùa phật giáo,"4,5",-239,QM6X+67R," Long Bửu được thiết kế và bày biện đẹp, gọn gàng, sạch sẽ."
Nhà thờ Vĩnh Hội,· Nhà thờ Công giáo,"4,7",-271,158 Bến Vân Đồn,Từ ngày cha Phương về mọi thứ thay đổi tốt đẹp  dân đi lễ rất đông
THÁNH ĐƯỜNG GIÁO XỨ CHỢ ĐŨI,· Nhà thờ,"5,0",-1,1 Tôn Thất Tùng,
Nhà thờ Giáo xứ Mạc Ty Nho,· Nhà thờ Công giáo,"4,6",-163,16 Nguyễn Thị Minh Khai," Mạc Ty Nho, tọa lạc tại 16 Đ."
Đền thánh Mattheu Lê Văn Gẫm,· Nhà thờ Công giáo,"4,8",-16,47D Nguyễn Trãi,"Gần trung tâm thành phố, rất thuận tiện để tham quan, chiêm bái."
Nhà thờ Giáo xứ Thánh Gia,· Nhà thờ Công giáo,"4,8",-47,18/2 Trần Quý Khoách,Nơi lưu giữ nhiều kỉ niệm đẹp với Chúa.
Tu viện Giáo xứ Mai Khôi.,· Nhà thờ Công giáo,"4,7",-308,44 Tú Xương," cũng khá nhỏ, có chỗ đậu xe oto để đi lễ."
Nhà thờ Công giáo,· Nhà thờ Công giáo,"4,2",-26,QPJ3+R8G,"Tuyệt vời, nơi các bệnh nhân đến cầu nguyện và trông cậy Chúa ❤️"
Thánh đường Hồi giáo Jamia Al-Musulman,· Nhà thờ Hồi giáo,"4,7","(1,2 N)",66 Đông Du,Cộng đồng người Hồi  tại đây rất thân thiện và mến khách.
Nhà thờ Giáo xứ Đa Minh - Ba Chuông,· Nhà thờ Công giáo,"4,7","(2,3 N)",190 Đ. Lê Văn Sỹ,""" đẹp , tôn nghiêm
Số lượng  dân vừa phải"""
Trung tâm Mục vụ Tổng Giáo phận Sài Gòn,· Nhà thờ Công giáo,"4,9",-151,6bis Tôn Đức Thắng,1 di tích Công  tuyệt đẹp giữa lòng Thành Phố.
Nhà thờ Dòng Chúa Cứu Thế | Đền Đức Mẹ hằng cứu giúp.,· Nhà thờ Công giáo,"4,8","(1,1 N)",38 Đ. Kỳ Đồng,"Nơi  phượng và cầu nguyện, nên ghé khi cần chút nghỉ ngơi cho tâm hồn"
Nhà Thờ Giáo Xứ Thị Nghè,· Nhà thờ Công giáo,"4,7",-766,22B Xô Viết Nghệ Tĩnh,"Gần trạm bus, khá đông,  đẹp"
Nhà thờ Thánh nữ Jeanne d'Arc,· Nhà thờ Công giáo,"4,6",-842,116A Hùng Vương," đã được 100 tuổi vừa được sơn sửa lại, rất ấm cúng, khang trang."
Nhà Thờ Giáo Xứ Gia Định,· Nhà thờ Công giáo,"4,7",-505,280 Đ. Bùi Hữu Nghĩa,"Khi rạch bị lở, nhà nguyện được dời đến chỗ đối diện Lăng Ông."
St. Matthew Le Van Gam Martyrdom Shrine,· Nhà thờ Công giáo,"5,0",-2,47D Nguyễn Trãi,
Giáo xứ Bắc Hà,· Nhà thờ Công giáo,"4,6",-229,419 Lý Thái Tổ," có chỗ để xe,không khí thoải mái,giờ lễ chủ nhật thoáng"
Trụ Sở Giáo Phận Vinh,· Nhà thờ Công giáo,"4,4",-30,32 Nguyễn Bỉnh Khiêm,Nằm gần đường nên khá tiện lợi đi lại
Nhà thờ Thánh Phaolo,· Nhà thờ Tông đồ Kitô,"4,4",-129,352 Lê Hồng Phong, thiết kế có chiều cao nên từ bên kia đường nhìn sang sẽ rất đẹp.
Nhà thờ Đồng Tiến,· Nhà thờ Công giáo,"4,7",-837,54 Đ. Thành Thái, Đồng Tiến là nơi sáng chói khi qua con đường Thành Thái này.
Nhà thờ giáo xứ Mai Khôi,· Nhà thờ Công giáo,"4,6",-38,Đường Bến/48/39 Hàm Tử,Được thiết lập năm 1976 .
Phố đi bộ Bùi Viện,·  · Điểm thu hút khách du lịch,"4,3",(23 N),Bùi Viện,"Khách  đông, đủ kiểu ngôn ngữ,  dạo thôi mà cũng thấy vui mắt."
Đường sách Thành phố Hồ Chí Minh,· Điểm thu hút khách du lịch,"4,6",(11 N),2 Đ. Nguyễn Văn Bình,"""Điểm trừ
5. Thường sẽ gặp được các nghệ sĩ tới đây để uống cf."""
Bảo tàng Chiến dịch Hồ Chí Minh,· Bảo tàng chiến tranh,"4,3",-360,Số 2 Lê Duẩn,Các  được lưu giữ tại đây rất nhiều
Bảo tàng Thành phố Hồ Chí Minh,· Bảo tàng lịch sử,"4,2","(2,6 N)",65 Lý Tự Trọng,", nhiều cổ vật, quý hiếm, kiến trúc pháp rất đẹp"
Thành Gia Định,· Điểm mốc lịch sử,"4,7",-12,56 Lê Duẩn," được giữ nguyên kiến trúc, đường sá xung quanh sạch đẹp"
Chợ Bến Thành,· Chợ,"4,0",(75 N),Thành phố Hồ Chí Minh, của Sài Gòn  khách thường thăm quan và mua sắm
Bảo tàng Dinh Độc Lập,· Bảo tàng,"4,7",-28,106 Nguyễn Du,Bảo tàng phía bên trong nhà có 3 tầng 1 hầm và 1 sân thượng.
Tượng Đức Thánh Trần Hưng Đạo,· Tượng đài,"4,5",-886,"QPG4+4HH, Công trường Mê Linh",Đây là điểm nhấn văn hoá -  giữa lòng thành phố nhộn nhịp.
Tượng Chủ tịch Hồ Chí Minh,· Điểm thu hút khách du lịch,"4,6","(4,8 N)",110 Nguyễn Huệ,Tượng Chủ tịch Hồ Chí Minh rất đẹp và trang nghiêm
Quảng trường phố đi bộ Nguyễn Huệ,· Điểm thu hút khách du lịch,"4,4","(3,2 N)",Nguyễn Huệ,"Trải nghiệm phố  bộ nguyễn huệ ngày tết, cảnh hoa đẹp"
Bảo tàng Chứng tích Chiến tranh,· Bảo tàng chiến tranh,"4,5",(40 N),Thành phố Hồ Chí Minh,Chiến  còn sót lại của chiến tranh ác liệt nhất  VN
Nguyễn Văn Hảo building,· Điểm mốc lịch sử,"4,1",-26,Vietnam/1 Yersin,Hy vọng tòa nhà được trả lại cho con cháu ông Nguyễn Văn Hảo sớm
Khu di tích lịch sử Địa đạo Củ Chi,· Điểm mốc lịch sử,"4,5",(16 N),Thành phố Hồ Chí Minh,Khu  cí diện  rộng rãi & nhiều cây xanh.
Nhà thờ Đức Bà Sài Gòn,· Nhà thờ chính tòa Công giáo,"4,4",(26 N),01 Công trường Công xã Paris,Vừa ngồi cafe bệt vừa ngắm cảnh thấy cũng chill lắm nha
TOẢ Exhibition,· Trung tâm nghệ thuật,"4,6",-147,"Công viên, QMCW+FW6, Lê Lai, Phường Phạm Ngũ Lão",5sao rất thú vị nhân viên nhiẹt tình bảo vệ thân thiện dễ thương 10đim
Bến Nhà Rồng - Bảo tàng Hồ Chí Minh,· Bảo tàng lịch sử,"4,7","(1,8 N)",1 Đ. Nguyễn Tất Thành,"5k/vé, canteen nước đồng giá 15k 1 chai, còn đồ ăn thì mình không biết."
Saigon Skydeck,· Sân ngắm cảnh,"4,4",(12 N),36 Hồ Tùng Mậu,"đồ đẹp, nhvien tư vấn nhiệt tình"
Nhà hát Thành phố Hồ Chí Minh,· Nhà hát Opera,"4,6",(16 N),07 Công trường Lam Sơn,"Đẹp, rộng rãi, thoáng, có chỗ đậu xe hơi, thuận tiện tham quan."
Ben Nghe Street Food,·  · Nhà hàng,"4,3",(11 N),134 Nam Kỳ Khởi Nghĩa,"Nơi tập trung nhiều khách nước ngoài, đồ ăn cao hơn chút."
Đài tưởng niệm Bồ tát Thích Quảng Đức,· Tượng đài,"4,7","(1,3 N)",185 Cách Mạng Tháng Tám,Tưởng niệm bồ tát Thích Quảng Đức rất là nghiêm trang.
Phố Nhật Sài Gòn,· Điểm thu hút khách du lịch,"4,3",(2 N),8A Thái Văn Lung,"Khu phố Nhật mình ghé vào buổi chiều, không khí yên tĩnh và dễ chịu lắm."
Thảo Cầm Viên Sài Gòn,· Vườn bách thú,"4,3",(33 N),2 Nguyễn Bỉnh Khiêm,"Đặc biệt phải mang nước,  khát dữ thần lắm, nước trỏng mắc 18 20k/chai."
Bến Bạch Đằng,· Văn phòng công ty,"4,5","(7,8 N)",1 Tôn Đức Thắng,"dịch vụ tốt, chỗ ngồi chờ rộng rãi, thoáng, view đẹp, giá vé ổn."
Công viên 23 tháng 9,· Công viên,"4,4","(9,5 N)",Thành phố Hồ Chí Minh,Đông  khách nước ngoài nên là nhiều người bán đồ ăn thức uống.
Cột cờ các nước ASEAN,· Điểm mốc văn hóa,"4,7",-66,QPC4+HJ3,Đêm giao thừa trải nghiệm đứng từ đây xem bắn pháo hoa từ hầm thủ thiêm.
Chợ Tân Định,· Chợ,"4,2","(9,7 N)",336 Hai Bà Trưng,Nhiều đồ cái gì cũng có mà nhớ trả giá nhé mọi người.
Bảo tàng Tôn Đức Thắng,· Bảo tàng,"4,5","(1,1 N)",5 Tôn Đức Thắng,"Ngoài ra còn nhiều góc đẹp lắm, lên hình rất nghệ."
Toplight,· Điểm thu hút khách du lịch,"4,6",-40,Thành phố Hồ Chí Minh,Nằm ở đoạn giao nhau giữa đường Lê Lai và Trần Hưng Đạo.
Công viên Chi Lăng,· Công viên lưu niệm,"4,2",-298,số 72 Lê Thánh Tôn,"Ở giữa công viên còn có 1 cái hồ nhỏ, chiều là gió mát lắm."
Chùa An Lạc,· Chùa phật giáo,"4,4",-88,175/15 Phạm Ngũ Lão,"Chùa lâu đời, văn hóa TP, điểm đến của nhiều  khách nước ngoài."
Bảo tàng Chiến dịch Hồ Chí Minh,· Bảo tàng chiến tranh,"4,3",-360,Số 2 Lê Duẩn,Các  lịch sử được lưu giữ tại đây rất nhiều
Vạn Hạnh Mall,· Trung tâm mua sắm,"4,4",(22 N),11 Sư Vạn Hạnh, mua sắm và ăn uống vui chơi giải trí rất đẹp
TTTM Union Square,· Trung tâm mua sắm,"4,0",-574,171 Đồng Khởi,Còn người bình thường vào rửa mắt là chính.
Saigon Mall,· Trung tâm mua sắm,"4,1",-750,19 Cao Thắng,Nằm trên đường Cao Thắng là khu vui chơi  nhỏ.
Vincom Center Lê Thánh Tôn An Phước,· Trung tâm mua sắm,"3,6",-45,39 Lê Thánh Tôn,đa dạng hàng hoá
Chợ Bến Thành,· Chợ,"4,0",(75 N),Thành phố Hồ Chí Minh,Biểu tượng-  mua sắm cho khách việt nam- khách ngoại quốc
Crescent Mall,· Trung tâm mua sắm,"4,5",(17 N),101 Đ. Tôn Dật Tiên," lớn, nhiều dịch vụ ăn uống vui chơi, mua sắm."
AEON MALL Bình Tân,· Trung tâm mua sắm,"4,6",(34 N),1 Đường Số 17A,Khu  vui chơi giải trí tiêu biểu của Bình Tân.
Vincom Mega Mall Thảo Điền,· Trung tâm mua sắm,"4,4",(14 N),161 Võ Nguyên Giáp," rộng rãi, nhiều cửa hàng-quán ăn để đi dạo."
Bitexco Financial Tower,· Trung tâm thương mại,"4,5",(19 N),2 Đ. Hải Triều,"Đẹp, không nhiều tiện ích như các "
RomeA Center,· Trung tâm mua sắm,"4,0",-665,117 Nguyễn Đình Chiểu,Quán cà phê Starbucks ở đây rất thuận tiện.
Công Ty TNHH Taka 239,· Trung tâm mua sắm,"4,4",-28,04 Phạm Ngũ Lão,Nhiều mặt hàng thời trang đẹp
Trung tâm thương mại dịch vụ Vạn Nguyễn,· Nhà cung cấp thiết bị in,"4,1",-34,124/10 Bùi Thị Xuân,Bà chủ thì dễ  nhưng cần đào tạo lại thợ cách giao tiếp với khách.
Saigon Trade Center,· Trung tâm thương mại,"4,1",-909,37 Tôn Đức Thắng,Là 1 điểm trừ cho  thành phố.
SC VivoCity,· Trung tâm mua sắm,"4,4",(16 N),1058 Đường Nguyễn Văn Linh," nhiều dịch vụ vui chới giải trí ăn uống mua sắm,"
Vincom Plaza 3/2,· Trung tâm mua sắm,"4,0","(3,7 N)",3C Đ. 3 Tháng 2,"... siêu thị, ko có các quầy ăn uống như các  khác"
TNL Plaza,· Trung tâm thương mại,"3,7",-174,346 Bến Vân Đồn," vắng vẻ, chỉ có siêu thị và phòng gym Cali"
Trung tâm tiêm chủng VNVC Quận 1,· Trung tâm chăm sóc sức khỏe,"4,6",-200,"TTTM Nowzone, 235 Nguyễn Văn Cừ"," sạch sẽ, thoáng mát, nhân viên thân thiện hướng dẫn nhiệt tình."
Vincom Center Landmark 81,· Trung tâm thương mại,"4,6",-393,"Tòa tháp Landmark 81, 772 Điện Biên Phủ","Khu  sang trọng, hiện đại ngay giữa lòng thành phố."
Tòa nhà Central Park 2,· Trung tâm thương mại,"4,4",-182,121 Nguyễn Du,"Đẹp,  thu hút người đến"
Vincom Eden A,· Trung tâm mua sắm,"4,6",-7,183 Đồng Khởi,Co.op mart hoạt động chưa vậy
Trung tâm thương mại Sense City Phạm Văn Đồng,· Trung tâm thương mại,"4,6","(9,3 N)","240-242, Đ. Kha Vạn Cân"," lớn nhất Thủ Đức, đầy đủ các dịch vụ để trải nghiệm."
Saigon Centre 3 tower,· Trung tâm thương mại,"4,4",-10,92 Nam Kỳ Khởi Nghĩa,
Tòa Nhà THE GARDEN MALL,· Trung tâm mua sắm,"4,2","(3,1 N)",190 Đ. Hồng Bàng,"Món ăn ngon, nhân viên nhiệt tình, dễ , đặc biệt là rất sạch sẽ ♥"
Trung Tâm Thương Mại Union Square,· Trung tâm mua sắm,"5,0",-2,116 Nguyễn Huệ,
Toà nhà Times Square,· Trung tâm thương mại,"3,7",-295,36 Nguyễn Huệ,"Vị trí tuyệt đẹp, ngay  Sài Gòn."
AEON MALL TÂN PHÚ,· Trung tâm mua sắm,"4,7",(17 N),30 Đ. Tân Thắng," và siêu thị đa chức năng lớn, đẹp ở Tân Phú."
Diamond Department Store,· Cửa hàng bách hóa,"4,3",-44,34 Lê Duẩn,"Nhân viên dễ , nhiệt tình"
Thiso Mall Sala,· Trung tâm thương mại,"4,4",(3 N),10 Mai Chí Thọ," có nhiều  hiệu lớn, cafe, ăn chơi đầy đủ"
Tòa cao ốc BITEXCO,· Trung tâm mua sắm,"4,5",-8,45D2 Ngô Đức Kế,Xinh không ạ?
Vincom Plaza Cộng Hoà,· Trung tâm mua sắm,"4,1","(1,2 N)",15 17 Cộng Hòa,Chắc giờ có nhiều  với nhiều dịch vụ quá.
Quận 1,Thành phố Hồ Chí Minh,,,,
Trung tâm thương mại PARC MALL,· Trung tâm thương mại,"4,7","(2,4 N)",547-549 Đ. Tạ Quang Bửu," đẹp, rộng, rất đáng để đi"
Quảng trường phố đi bộ Nguyễn Huệ,· Điểm thu hút khách du lịch,"4,4","(3,2 N)",Nguyễn Huệ,"Hàng trăm quán ăn, cafe, cửa hàng ở đây đủ để bạn trải nghiệm."
Adidas Saigon Centre,· Trung tâm mua sắm,"3,8",-240,65 Lê Lợi,Bạn nhân viên minh trung lầu 3 nhiệt tình dễ 
Tòa nhà HDTC,· Trung tâm thương mại,"3,8",-119,36 Bùi Thị Xuân,Thuận tiện cho việc giao dịch
Phòng kinh doanh Nguyễn Kim,· Trung tâm mua sắm,"3,0",-2,63-65-67 Trần Hưng Đạo,
Trung Tâm Thương Mại Gigamall,· Trung tâm thương mại,"4,5","(4,4 N)",Đ. Phạm Văn Đồng," đầy đủ tiệm ích vui chơi giải trí, ăn uống, mua sắm."
Centre Mall Võ Văn Kiệt (Satra Võ Văn Kiệt),· Trung tâm mua sắm,"4,5",-384,1466 Võ Văn Kiệt," đẹp, còn hơi ít nhà hàng đồ ăn nhé"
Trung Tâm Thương Mại Satra Đường Phạm Hùng,· Trung tâm thương mại,"4,2","(1,3 N)",C6/27 Đ. Phạm Hùng,... gọi là siêu thị chứ chưa thật sự lớn để gọi là 
Central Point,· Trung tâm thương mại,"4,3",-11,215 Nguyễn Văn Thủ,
Công Ty TNHH Taka 239,· Trung tâm mua sắm,"4,4",-28,04 Phạm Ngũ Lão,Nhiều mặt hàng thời trang đẹp
Trung tâm thương mại Sense City Phạm Văn Đồng,· Trung tâm thương mại,"4,6","(9,3 N)","240-242, Đ. Kha Vạn Cân"," lớn nhất Thủ Đức, đầy đủ các dịch vụ để trải nghiệm."
Chợ Vườn Chuối,· Chợ,"4,1","(2,5 N)",428 Nguyễn Đình Chiểu," có rất nhiều quán ăn, thức uống, phù hợp giới trẻ lại đây ăn vặt"
BEAR'S HOUSE SƯ VẠN HẠNH,· Chợ,"4,2",-503,525/11A Sư Vạn Hạnh,"nhân viên dễ thương, nhiệt tình, sách đẹp,.. đáng trải nghiệm"
Chợ Bình Tây,· Chợ,"4,4","(5,8 N)",57A Tháp Mười,Mong  chỗ để xe ô tô nhiều hơn để tiện chuyển hàng.
Đường Ẩm Thực Hồ Thị Kỷ,· Chợ đêm,"4,4","(3,5 N)",Hồ Thị Kỷ phường Vườn Lài, sỉ hoa ngay tại quận 10 nhưng là  hoa tại trung tâm thành phố!
The Box Concept - NVH Thanh Niên,· Chợ,"4,7",-370,35 Nguyễn Thị Minh Khai,"Khu  bán rất nhiều quần áo đẹp, nhiều trò chơi hay để chơi"
Chợ Phạm Văn Hai,· Chợ,"4,1","(7,1 N)",Đường Phạm Văn Hai,""" gần như đầy đủ đồ cần thiết
Không gian khá chật

8/10 điểm"""
Takashimaya,· Trung tâm mua sắm,"4,5",(22 N),92 94 Nam Kỳ Khởi Nghĩa,"Trung tâm thương mại lớn, nhiều cửa hàng mua sắm, nhiều nhà hàng ăn uống."
Asiana Food Town (Chợ Ẩm Thực Dưới Lòng Đất),· Khu ăn uống,"4,2","(2,6 N)","Khu B công viên 23, 4 Phạm Ngũ Lão", sạch sẽ mà giá cao đa phần giành cho ng nước ngoài
Sửa Cửa Cuốn Quận 1,· Chợ đêm,"3,7",-95,50 Hai Bà Trưng, có lẽ dành cho người hồi giáo
Chợ Thị Nghè,· Chợ,"4,1","(3,2 N)",36R Công Trường Hòa Bình," bán nhiều đồ, nhưng hay kẹt xe đường vào  nhỏ"
Cay Thi Market,· Chợ trời,"4,0",-933,107 Pasteur,"Mình ở gần, đây là  bình dân nên rất tấp nập, hay kẹt xe"
Chợ An Đông,· Chợ,"4,1",(10 N),34-36 An Dương Vương," bán nhiều quần áo đẹp, giá phù hợp, người bán hàng thân thiện!"
CHỢ ĐAKAO,· Chợ,"4,6",-18,"QMVW+2JF, Nguyễn Huy Tự", không còn đông như trc.
Cửa Tây Chợ Bến Thành,· Chợ đêm,"4,6",-70,23 Phan Chu Trinh,Phục vụ siêu dễ thương
Chợ Hoà Bình,· Chợ,"4,2","(3,3 N)",37 Đ. Bạch Vân," nhiều đồ, hải sản tươi, bán ngoài đường buổi chiều tiện cho mua đồ"
Chợ Văn Thánh,· Chợ,"4,0",-655,181 Hẻm 152 Nguyễn Văn Thương," Bắc đồ tươi ngon, đường đi hơi chật hẹp, tuy nhiên rất dễ mua đồ."
